silly,fish_id_LOKI,location,lifestage,event,fish_no,date,sex,card,col,FL,weight,MEF,age_FW,age_SW,AEC,tag_type,tag_no,cinch,BY,release_YR,comment,genetic_sample
KCHILGMR21p,291,Kelsall,parr,,291,10/5/2021,,,,71,4.6,,,,,,,,,,,
KCHILGMR21p,292,Kelsall,parr,,292,10/5/2021,,,,61,3.2,,,,,,,,,,,
KCHILGMR21p,293,Kelsall,parr,,293,10/5/2021,,,,56,2.9,,,,,,,,,,,
KCHILGMR21p,294,Kelsall,parr,,294,10/5/2021,,,,73,5.5,,,,,,,,,,,
KCHILGMR21p,295,Kelsall,parr,,295,10/5/2021,,,,65,3.6,,,,,,,,,,,
KCHILGMR21p,296,Kelsall,parr,,296,10/5/2021,,,,65,3.5,,,,,,,,,,,
KCHILGMR21p,297,Kelsall,parr,,297,10/5/2021,,,,58,2.1,,,,,,,,,,,
KCHILGMR21p,298,Kelsall,parr,,298,10/5/2021,,,,60,3.3,,,,,,,,,,,
KCHILGMR21p,299,Kelsall,parr,,299,10/5/2021,,,,70,3.8,,,,,,,,,,,
KCHILGMR21p,300,Kelsall,parr,,300,10/5/2021,,,,70,4.5,,,,,,,,,,,
KCHILGMR21p,301,Kelsall,parr,,301,10/6/2021,,,,64,3.4,,,,,,,,,,,
KCHILGMR21p,302,Kelsall,parr,,302,10/6/2021,,,,63,3.4,,,,,,,,,,,
KCHILGMR21p,303,Kelsall,parr,,303,10/6/2021,,,,71,4.6,,,,,,,,,,,
KCHILGMR21p,304,Kelsall,parr,,304,10/6/2021,,,,67,4.1,,,,,,,,,,,
KCHILGMR21p,305,Kelsall,parr,,305,10/6/2021,,,,78,6.6,,,,,,,,,,,
KCHILGMR21p,306,Kelsall,parr,,306,10/6/2021,,,,70,5,,,,,,,,,,,
KCHILGMR21p,307,Kelsall,parr,,307,10/6/2021,,,,62,3.1,,,,,,,,,,,
KCHILGMR21p,308,Kelsall,parr,,308,10/6/2021,,,,68,4,,,,,,,,,,,
KCHILGMR21p,309,Kelsall,parr,,309,10/6/2021,,,,79,6.2,,,,,,,,,,,
KCHILGMR21p,310,Kelsall,parr,,310,10/6/2021,,,,74,5.1,,,,,,,,,,,
KCHILGMR21p,311,Kelsall,parr,,311,10/6/2021,,,,71,5.9,,,,,,,,,,,
KCHILGMR21p,312,Kelsall,parr,,312,10/6/2021,,,,68,3.9,,,,,,,,,,,
KCHILGMR21p,313,Kelsall,parr,,313,10/6/2021,,,,68,4.3,,,,,,,,,,,
KCHILGMR21p,314,Kelsall,parr,,314,10/6/2021,,,,59,1.1,,,,,,,,,,,
KCHILGMR21p,315,Kelsall,parr,,315,10/6/2021,,,,76,5,,,,,,,,,,,
KCHILGMR21p,316,Kelsall,parr,,316,10/6/2021,,,,79,4.3,,,,,,,,,,,
KCHILGMR21p,317,Kelsall,parr,,317,10/6/2021,,,,68,3.3,,,,,,,,,,,
KCHILGMR21p,318,Kelsall,parr,,318,10/6/2021,,,,65,3,,,,,,,,,,,
KCHILGMR21p,319,Kelsall,parr,,319,10/6/2021,,,,68,3.8,,,,,,,,,,,
KCHILGMR21p,320,Kelsall,parr,,320,10/6/2021,,,,62,3.8,,,,,,,,,,,
KCHILGMR21p,321,Kelsall,parr,,321,10/6/2021,,,,78,8.2,,,,,,,,,,,
KCHILGMR21p,322,Kelsall,parr,,322,10/6/2021,,,,70,6.2,,,,,,,,,,,
KCHILGMR21p,323,Kelsall,parr,,323,10/6/2021,,,,62,4.5,,,,,,,,,,,
KCHILGMR21p,324,Kelsall,parr,,324,10/6/2021,,,,76,4.7,,,,,,,,,,,
KCHILGMR21p,325,Kelsall,parr,,325,10/6/2021,,,,75,3.7,,,,,,,,,,,
KCHILGMR21p,326,Kelsall,parr,,326,10/6/2021,,,,62,4.4,,,,,,,,,,,
KCHILGMR21p,327,Kelsall,parr,,327,10/6/2021,,,,76,4.3,,,,,,,,,,,
KCHILGMR21p,328,Kelsall,parr,,328,10/6/2021,,,,69,5.1,,,,,,,,,,,
KCHILGMR21p,329,Kelsall,parr,,329,10/6/2021,,,,62,4.6,,,,,,,,,,,
KCHILGMR21p,330,Kelsall,parr,,330,10/6/2021,,,,69,5,,,,,,,,,,,
KCHILGMR21p,331,Kelsall,parr,,331,10/6/2021,,,,65,3.8,,,,,,,,,,,
KCHILGMR21p,332,Kelsall,parr,,332,10/6/2021,,,,62,4.6,,,,,,,,,,,
KCHILGMR21p,333,Kelsall,parr,,333,10/6/2021,,,,79,7.1,,,,,,,,,,,
KCHILGMR21p,334,Kelsall,parr,,334,10/6/2021,,,,75,4.8,,,,,,,,,,,
KCHILGMR21p,335,Kelsall,parr,,335,10/6/2021,,,,82,7.5,,,,,,,,,,,
KCHILGMR21p,336,Kelsall,parr,,336,10/6/2021,,,,66,2.8,,,,,,,,,,,
KCHILGMR21p,337,Kelsall,parr,,337,10/6/2021,,,,76,5.2,,,,,,,,,,,
KCHILGMR21p,338,Kelsall,parr,,338,10/6/2021,,,,58,2.5,,,,,,,,,,,
KCHILGMR21p,339,Kelsall,parr,,339,10/6/2021,,,,79,4.6,,,,,,,,,,,
KCHILGMR21p,340,Kelsall,parr,,340,10/6/2021,,,,76,4.3,,,,,,,,,,,
KCHILGMR21p,341,Kelsall,parr,,341,10/6/2021,,,,72,5.5,,,,,,,,,,,
KCHILGMR21p,342,Kelsall,parr,,342,10/6/2021,,,,71,5.2,,,,,,,,,,,
KCHILGMR21p,343,Kelsall,parr,,343,10/6/2021,,,,63,3.5,,,,,,,,,,,
KCHILGMR21p,344,Kelsall,parr,,344,10/6/2021,,,,65,3.9,,,,,,,,,,,
KCHILGMR21p,345,Kelsall,parr,,345,10/6/2021,,,,72,3.6,,,,,,,,,,,
KCHILGMR21p,346,Kelsall,parr,,346,10/6/2021,,,,75,4.3,,,,,,,,,,,
KCHILGMR21p,347,Kelsall,parr,,347,10/6/2021,,,,65,4.4,,,,,,,,,,,
KCHILGMR21p,348,Kelsall,parr,,348,10/6/2021,,,,62,3.8,,,,,,,,,,,
KCHILGMR21p,349,Kelsall,parr,,349,10/6/2021,,,,77,5.3,,,,,,,,,,,
KCHILGMR21p,350,Kelsall,parr,,350,10/6/2021,,,,59,4.2,,,,,,,,,,,
KCHILGMR21p,351,Kelsall,parr,,351,10/7/2021,,,,68,6.6,,,,,,,,,,,
KCHILGMR21p,352,Kelsall,parr,,352,10/7/2021,,,,61,3.6,,,,,,,,,,,
KCHILGMR21p,353,Kelsall,parr,,353,10/7/2021,,,,64,3.5,,,,,,,,,,,
KCHILGMR21p,354,Kelsall,parr,,354,10/7/2021,,,,83,6.8,,,,,,,,,,,
KCHILGMR21p,355,Kelsall,parr,,355,10/7/2021,,,,63,2.5,,,,,,,,,,,
KCHILGMR21p,356,Kelsall,parr,,356,10/7/2021,,,,75,5.5,,,,,,,,,,,
KCHILGMR21p,357,Kelsall,parr,,357,10/7/2021,,,,59,3.2,,,,,,,,,,,
KCHILGMR21p,358,Kelsall,parr,,358,10/7/2021,,,,64,4.1,,,,,,,,,,,
KCHILGMR21p,359,Kelsall,parr,,359,10/7/2021,,,,63,4.1,,,,,,,,,,,
KCHILGMR21p,360,Kelsall,parr,,360,10/7/2021,,,,61,2.8,,,,,,,,,,,
KCHILGMR21p,361,Kelsall,parr,,361,10/7/2021,,,,70,3.4,,,,,,,,,,,
KCHILGMR21p,362,Kelsall,parr,,362,10/7/2021,,,,61,2.5,,,,,,,,,,,
KCHILGMR21p,363,Kelsall,parr,,363,10/7/2021,,,,72,3.3,,,,,,,,,,,
KCHILGMR21p,364,Kelsall,parr,,364,10/7/2021,,,,70,3.1,,,,,,,,,,,
KCHILGMR21p,365,Kelsall,parr,,365,10/7/2021,,,,76,5.3,,,,,,,,,,,
KCHILGMR21p,366,Kelsall,parr,,366,10/7/2021,,,,75,4.7,,,,,,,,,,,
KCHILGMR21p,367,Kelsall,parr,,367,10/7/2021,,,,69,2.9,,,,,,,,,,,
KCHILGMR21p,368,Kelsall,parr,,368,10/7/2021,,,,72,5.2,,,,,,,,,,,
KCHILGMR21p,369,Kelsall,parr,,369,10/7/2021,,,,76,5.9,,,,,,,,,,,
KCHILGMR21p,370,Kelsall,parr,,370,10/7/2021,,,,81,8.8,,,,,,,,,,,
KCHILGMR21p,371,Kelsall,parr,,371,10/7/2021,,,,75,4.1,,,,,,,,,,,
KCHILGMR21p,372,Kelsall,parr,,372,10/7/2021,,,,70,2.9,,,,,,,,,,,
KCHILGMR21p,373,Kelsall,parr,,373,10/7/2021,,,,99,10,,,,,,,,,,,
KCHILGMR21p,374,Kelsall,parr,,374,10/7/2021,,,,60,2.9,,,,,,,,,,,
KCHILGMR21p,375,Kelsall,parr,,375,10/7/2021,,,,60,2.6,,,,,,,,,,,
KCHILGMR21p,376,Kelsall,parr,,376,10/7/2021,,,,70,4.8,,,,,,,,,,,
KCHILGMR21p,377,Kelsall,parr,,377,10/7/2021,,,,65,3.8,,,,,,,,,,,
KCHILGMR21p,378,Kelsall,parr,,378,10/7/2021,,,,65,4.3,,,,,,,,,,,
KCHILGMR21p,379,Kelsall,parr,,379,10/7/2021,,,,66,3.7,,,,,,,,,,,
KCHILGMR21p,380,Kelsall,parr,,380,10/7/2021,,,,61,4.7,,,,,,,,,,,
KCHILGMR21p,381,Kelsall,parr,,381,10/7/2021,,,,75,5.8,,,,,,,,,,,
KCHILGMR21p,382,Kelsall,parr,,382,10/7/2021,,,,65,3.8,,,,,,,,,,,
KCHILGMR21p,383,Kelsall,parr,,383,10/7/2021,,,,69,5,,,,,,,,,,,
KCHILGMR21p,384,Kelsall,parr,,384,10/7/2021,,,,72,4.8,,,,,,,,,,,
KCHILGMR21p,385,Kelsall,parr,,385,10/7/2021,,,,66,4.4,,,,,,,,,,,
KCHILGMR21p,386,Kelsall,parr,,386,10/7/2021,,,,62,3.4,,,,,,,,,,,
KCHILGMR21p,387,Kelsall,parr,,387,10/7/2021,,,,60,3.1,,,,,,,,,,,
KCHILGMR21p,388,Kelsall,parr,,388,10/7/2021,,,,61,3.7,,,,,,,,,,,
KCHILGMR21p,389,Kelsall,parr,,389,10/7/2021,,,,60,3.8,,,,,,,,,,,
KCHILGMR21p,390,Kelsall,parr,,390,10/7/2021,,,,83,7.8,,,,,,,,,,,
KCHILGMR21p,391,Kelsall,parr,,391,10/7/2021,,,,74,5.4,,,,,,,,,,,
KCHILGMR21p,392,Kelsall,parr,,392,10/7/2021,,,,71,4.3,,,,,,,,,,,
KCHILGMR21p,393,Kelsall,parr,,393,10/7/2021,,,,76,5.6,,,,,,,,,,,
KCHILGMR21p,394,Kelsall,parr,,394,10/7/2021,,,,61,2.9,,,,,,,,,,,
KCHILGMR21p,395,Kelsall,parr,,395,10/7/2021,,,,65,3.5,,,,,,,,,,,
KCHILGMR21p,396,Kelsall,parr,,396,10/7/2021,,,,75,4.9,,,,,,,,,,,
KCHILGMR21p,397,Kelsall,parr,,397,10/7/2021,,,,71,5,,,,,,,,,,,
KCHILGMR21p,398,Kelsall,parr,,398,10/7/2021,,,,62,3.3,,,,,,,,,,,
KCHILGMR21p,399,Kelsall,parr,,399,10/7/2021,,,,75,4.9,,,,,,,,,,,
KCHILGMR21p,400,Kelsall,parr,,400,10/7/2021,,,,67,3.7,,,,,,,,,,,
KCHILGMR21p,401,Kelsall,parr,,401,10/8/2021,,,,82,7,,,,,,,,,,,
KCHILGMR21p,402,Kelsall,parr,,402,10/8/2021,,,,68,4.1,,,,,,,,,,,
KCHILGMR21p,403,Kelsall,parr,,403,10/8/2021,,,,70,4.1,,,,,,,,,,,
KCHILGMR21p,404,Kelsall,parr,,404,10/8/2021,,,,65,3.9,,,,,,,,,,,
KCHILGMR21p,405,Kelsall,parr,,405,10/8/2021,,,,64,4.3,,,,,,,,,,,
KCHILGMR21p,406,Kelsall,parr,,406,10/8/2021,,,,60,3.8,,,,,,,,,,,
KCHILGMR21p,407,Kelsall,parr,,407,10/8/2021,,,,62,2.8,,,,,,,,,,,
KCHILGMR21p,408,Kelsall,parr,,408,10/8/2021,,,,80,5.5,,,,,,,,,,,
KCHILGMR21p,409,Kelsall,parr,,409,10/8/2021,,,,70,4.9,,,,,,,,,,,
KCHILGMR21p,410,Kelsall,parr,,410,10/8/2021,,,,75,5.4,,,,,,,,,,,
KCHILGMR21p,411,Kelsall,parr,,411,10/8/2021,,,,72,4.3,,,,,,,,,,,
KCHILGMR21p,412,Kelsall,parr,,412,10/8/2021,,,,61,3.2,,,,,,,,,,,
KCHILGMR21p,413,Kelsall,parr,,413,10/8/2021,,,,70,4.2,,,,,,,,,,,
KCHILGMR21p,414,Kelsall,parr,,414,10/8/2021,,,,79,5.3,,,,,,,,,,,
KCHILGMR21p,415,Kelsall,parr,,415,10/8/2021,,,,75,5.9,,,,,,,,,,,
KCHILGMR21p,416,Kelsall,parr,,416,10/8/2021,,,,63,4,,,,,,,,,,,
KCHILGMR21p,417,Kelsall,parr,,417,10/8/2021,,,,66,4,,,,,,,,,,,
KCHILGMR21p,418,Kelsall,parr,,418,10/8/2021,,,,60,3.1,,,,,,,,,,,
KCHILGMR21p,419,Kelsall,parr,,419,10/8/2021,,,,63,3.8,,,,,,,,,,,
KCHILGMR21p,420,Kelsall,parr,,420,10/8/2021,,,,64,3.8,,,,,,,,,,,
KCHILGMR21p,421,Kelsall,parr,,421,10/8/2021,,,,58,2.8,,,,,,,,,,,
KCHILGMR21p,422,Kelsall,parr,,422,10/8/2021,,,,75,6.5,,,,,,,,,,,
KCHILGMR21p,423,Kelsall,parr,,423,10/8/2021,,,,75,6,,,,,,,,,,,
KCHILGMR21p,424,Kelsall,parr,,424,10/8/2021,,,,75,5,,,,,,,,,,,
KCHILGMR21p,425,Kelsall,parr,,425,10/8/2021,,,,70,4.1,,,,,,,,,,,
KCHILGMR21p,426,Kelsall,parr,,426,10/8/2021,,,,72,5.1,,,,,,,,,,,
KCHILGMR21p,427,Kelsall,parr,,427,10/8/2021,,,,70,4.1,,,,,,,,,,,
KCHILGMR21p,428,Kelsall,parr,,428,10/8/2021,,,,64,4.8,,,,,,,,,,,
KCHILGMR21p,429,Kelsall,parr,,429,10/8/2021,,,,65,4.8,,,,,,,,,,,
KCHILGMR21p,430,Kelsall,parr,,430,10/8/2021,,,,60,3.1,,,,,,,,,,,
KCHILGMR21p,431,Kelsall,parr,,431,10/8/2021,,,,62,3,,,,,,,,,,,
KCHILGMR21p,432,Kelsall,parr,,432,10/8/2021,,,,62,3.3,,,,,,,,,,,
KCHILGMR21p,433,Kelsall,parr,,433,10/8/2021,,,,60,3.8,,,,,,,,,,,
KCHILGMR21p,434,Kelsall,parr,,434,10/8/2021,,,,62,3.3,,,,,,,,,,,
KCHILGMR21p,435,Kelsall,parr,,435,10/8/2021,,,,69,4.2,,,,,,,,,,,
KCHILGMR21p,436,Kelsall,parr,,436,10/8/2021,,,,70,3.6,,,,,,,,,,,
KCHILGMR21p,437,Kelsall,parr,,437,10/8/2021,,,,70,4.2,,,,,,,,,,,
KCHILGMR21p,438,Kelsall,parr,,438,10/8/2021,,,,70,4.4,,,,,,,,,,,
KCHILGMR21p,439,Kelsall,parr,,439,10/8/2021,,,,68,3.7,,,,,,,,,,,
KCHILGMR21p,440,Kelsall,parr,,440,10/8/2021,,,,64,3.2,,,,,,,,,,,
KCHILGMR21p,441,Kelsall,parr,,441,10/8/2021,,,,60,3.2,,,,,,,,,,,
KCHILGMR21p,442,Kelsall,parr,,442,10/8/2021,,,,65,4.2,,,,,,,,,,,
KCHILGMR21p,443,Kelsall,parr,,443,10/8/2021,,,,65,5.2,,,,,,,,,,,
KCHILGMR21p,444,Kelsall,parr,,444,10/8/2021,,,,65,3.5,,,,,,,,,,,
KCHILGMR21p,445,Kelsall,parr,,445,10/8/2021,,,,79,5.9,,,,,,,,,,,
KCHILGMR21p,446,Kelsall,parr,,446,10/8/2021,,,,75,6.3,,,,,,,,,,,
KCHILGMR21p,447,Kelsall,parr,,447,10/8/2021,,,,55,3,,,,,,,,,,,
KCHILGMR21p,448,Kelsall,parr,,448,10/8/2021,,,,66,4,,,,,,,,,,,
KCHILGMR21p,449,Kelsall,parr,,449,10/8/2021,,,,71,5,,,,,,,,,,,
KCHILGMR21p,450,Kelsall,parr,,450,10/8/2021,,,,61,2.7,,,,,,,,,,,
KCHILGMR21p,451,Kelsall,parr,,451,10/9/2021,,,,55,2.5,,,,,,,,,,,
KCHILGMR21p,452,Kelsall,parr,,452,10/9/2021,,,,75,5,,,,,,,,,,,
KCHILGMR21p,453,Kelsall,parr,,453,10/9/2021,,,,74,3.7,,,,,,,,,,,
KCHILGMR21p,454,Kelsall,parr,,454,10/9/2021,,,,77,4,,,,,,,,,,,
KCHILGMR21p,455,Kelsall,parr,,455,10/9/2021,,,,73,4.1,,,,,,,,,,,
KCHILGMR21p,456,Kelsall,parr,,456,10/9/2021,,,,66,3.8,,,,,,,,,,,
KCHILGMR21p,457,Kelsall,parr,,457,10/9/2021,,,,63,3.4,,,,,,,,,,,
KCHILGMR21p,458,Kelsall,parr,,458,10/9/2021,,,,63,2.2,,,,,,,,,,,
KCHILGMR21p,459,Kelsall,parr,,459,10/9/2021,,,,64,2.6,,,,,,,,,,,
KCHILGMR21p,460,Kelsall,parr,,460,10/9/2021,,,,65,3.4,,,,,,,,,,,
KCHILGMR21p,461,Kelsall,parr,,461,10/9/2021,,,,62,3.2,,,,,,,,,,,
KCHILGMR21p,462,Kelsall,parr,,462,10/9/2021,,,,83,7.2,,,,,,,,,,,
KCHILGMR21p,463,Kelsall,parr,,463,10/9/2021,,,,58,2.3,,,,,,,,,,,
KCHILGMR21p,464,Kelsall,parr,,464,10/9/2021,,,,65,4.3,,,,,,,,,,,
KCHILGMR21p,465,Kelsall,parr,,465,10/9/2021,,,,76,5.5,,,,,,,,,,,
KCHILGMR21p,466,Kelsall,parr,,466,10/9/2021,,,,69,4.3,,,,,,,,,,,
KCHILGMR21p,467,Kelsall,parr,,467,10/9/2021,,,,75,5.7,,,,,,,,,,,
KCHILGMR21p,468,Kelsall,parr,,468,10/9/2021,,,,68,3.3,,,,,,,,,,,
KCHILGMR21p,469,Kelsall,parr,,469,10/9/2021,,,,75,5.4,,,,,,,,,,,
KCHILGMR21p,470,Kelsall,parr,,470,10/9/2021,,,,62,2.8,,,,,,,,,,,
KCHILGMR21p,471,Kelsall,parr,,471,10/9/2021,,,,59,2.5,,,,,,,,,,,
KCHILGMR21p,472,Kelsall,parr,,472,10/9/2021,,,,64,3.9,,,,,,,,,,,
KCHILGMR21p,473,Kelsall,parr,,473,10/9/2021,,,,65,3.2,,,,,,,,,,,
KCHILGMR21p,474,Kelsall,parr,,474,10/9/2021,,,,76,5.1,,,,,,,,,,,
KCHILGMR21p,475,Kelsall,parr,,475,10/9/2021,,,,70,4.1,,,,,,,,,,,
KCHILGMR21p,476,Kelsall,parr,,476,10/9/2021,,,,65,3.9,,,,,,,,,,,
KCHILGMR21p,477,Kelsall,parr,,477,10/9/2021,,,,75,5.5,,,,,,,,,,,
KCHILGMR21p,478,Kelsall,parr,,478,10/9/2021,,,,65,3.4,,,,,,,,,,,
KCHILGMR21p,479,Kelsall,parr,,479,10/9/2021,,,,60,2.6,,,,,,,,,,,
KCHILGMR21p,480,Kelsall,parr,,480,10/9/2021,,,,62,2.3,,,,,,,,,,,
KCHILGMR21p,481,Kelsall,parr,,481,10/9/2021,,,,70,4.8,,,,,,,,,,,
KCHILGMR21p,482,Kelsall,parr,,482,10/9/2021,,,,69,3.3,,,,,,,,,,,
KCHILGMR21p,483,Kelsall,parr,,483,10/9/2021,,,,60,3.2,,,,,,,,,,,
KCHILGMR21p,484,Kelsall,parr,,484,10/9/2021,,,,70,5.6,,,,,,,,,,,
KCHILGMR21p,485,Kelsall,parr,,485,10/9/2021,,,,66,3,,,,,,,,,,,
KCHILGMR21p,486,Kelsall,parr,,486,10/9/2021,,,,73,5.5,,,,,,,,,,,
KCHILGMR21p,487,Kelsall,parr,,487,10/9/2021,,,,70,3.8,,,,,,,,,,,
KCHILGMR21p,488,Kelsall,parr,,488,10/9/2021,,,,72,4.3,,,,,,,,,,,
KCHILGMR21p,489,Kelsall,parr,,489,10/9/2021,,,,66,3.4,,,,,,,,,,,
KCHILGMR21p,490,Kelsall,parr,,490,10/9/2021,,,,70,5.2,,,,,,,,,,,
KCHILGMR21p,491,Kelsall,parr,,491,10/9/2021,,,,75,5.6,,,,,,,,,,,
KCHILGMR21p,492,Kelsall,parr,,492,10/9/2021,,,,71,5.1,,,,,,,,,,,
KCHILGMR21p,493,Kelsall,parr,,493,10/9/2021,,,,70,3.5,,,,,,,,,,,
KCHILGMR21p,494,Kelsall,parr,,494,10/9/2021,,,,65,3.2,,,,,,,,,,,
KCHILGMR21p,495,Kelsall,parr,,495,10/9/2021,,,,70,4.4,,,,,,,,,,,
KCHILGMR21p,496,Kelsall,parr,,496,10/9/2021,,,,80,6.3,,,,,,,,,,,
KCHILGMR21p,497,Kelsall,parr,,497,10/9/2021,,,,65,4,,,,,,,,,,,
KCHILGMR21p,498,Kelsall,parr,,498,10/9/2021,,,,76,5.1,,,,,,,,,,,
KCHILGMR21p,499,Kelsall,parr,,499,10/9/2021,,,,71,4.7,,,,,,,,,,,
KCHILGMR21p,500,Kelsall,parr,,500,10/9/2021,,,,82,6.6,,,,,,,,,,,
KCHILGMR21p,501,Chilkat,parr,,501,10/19/2021,,,,70,4,,,,,,,,,,,
KCHILGMR21p,502,Chilkat,parr,,502,10/19/2021,,,,70,4.5,,,,,,,,,,,
KCHILGMR21p,503,Chilkat,parr,,503,10/19/2021,,,,60,3,,,,,,,,,,,
KCHILGMR21p,504,Chilkat,parr,,504,10/19/2021,,,,60,2.5,,,,,,,,,,,
KCHILGMR21p,505,Chilkat,parr,,505,10/19/2021,,,,62,3.8,,,,,,,,,,,
KCHILGMR21p,506,Chilkat,parr,,506,10/19/2021,,,,68,4.2,,,,,,,,,,,
KCHILGMR21p,507,Chilkat,parr,,507,10/19/2021,,,,52,3.3,,,,,,,,,,,
KCHILGMR21p,508,Chilkat,parr,,508,10/19/2021,,,,57,2.9,,,,,,,,,,,
KCHILGMR21p,509,Chilkat,parr,,509,10/19/2021,,,,62,3.8,,,,,,,,,,,
KCHILGMR21p,510,Chilkat,parr,,510,10/19/2021,,,,56,2.5,,,,,,,,,,,
KCHILGMR21p,511,Chilkat,parr,,511,10/19/2021,,,,54,2.6,,,,,,,,,,,
KCHILGMR21p,512,Chilkat,parr,,512,10/19/2021,,,,65,3.5,,,,,,,,,,,
KCHILGMR21p,513,Chilkat,parr,,513,10/19/2021,,,,63,3.7,,,,,,,,,,,
KCHILGMR21p,514,Chilkat,parr,,514,10/19/2021,,,,68,4.7,,,,,,,,,,,
KCHILGMR21p,515,Chilkat,parr,,515,10/19/2021,,,,55,2.5,,,,,,,,,,,
KCHILGMR21p,516,Chilkat,parr,,516,10/19/2021,,,,63,4.3,,,,,,,,,,,
KCHILGMR21p,517,Chilkat,parr,,517,10/19/2021,,,,70,5.3,,,,,,,,,,,
KCHILGMR21p,518,Chilkat,parr,,518,10/19/2021,,,,75,5.5,,,,,,,,,,,
KCHILGMR21p,519,Chilkat,parr,,519,10/19/2021,,,,55,1.8,,,,,,,,,,,
KCHILGMR21p,520,Chilkat,parr,,520,10/19/2021,,,,65,3.5,,,,,,,,,,,
KCHILGMR21p,521,Chilkat,parr,,521,10/19/2021,,,,65,3.7,,,,,,,,,,,
KCHILGMR21p,522,Chilkat,parr,,522,10/19/2021,,,,61,3.2,,,,,,,,,,,
KCHILGMR21p,523,Chilkat,parr,,523,10/19/2021,,,,61,2.5,,,,,,,,,,,
KCHILGMR21p,524,Chilkat,parr,,524,10/19/2021,,,,50,1.5,,,,,,,,,,,
KCHILGMR21p,525,Chilkat,parr,,525,10/19/2021,,,,55,2.8,,,,,,,,,,,
KCHILGMR21p,526,Chilkat,parr,,526,10/19/2021,,,,80,4.8,,,,,,,,,,,
KCHILGMR21p,527,Chilkat,parr,,527,10/19/2021,,,,80,5,,,,,,,,,,,
KCHILGMR21p,528,Chilkat,parr,,528,10/19/2021,,,,65,3.1,,,,,,,,,,,
KCHILGMR21p,529,Chilkat,parr,,529,10/19/2021,,,,63,3.9,,,,,,,,,,,
KCHILGMR21p,530,Chilkat,parr,,530,10/19/2021,,,,56,2.8,,,,,,,,,,,
KCHILGMR21p,531,Chilkat,parr,,531,10/19/2021,,,,65,3.8,,,,,,,,,,,
KCHILGMR21p,532,Chilkat,parr,,532,10/19/2021,,,,61,2.1,,,,,,,,,,,
KCHILGMR21p,533,Chilkat,parr,,533,10/19/2021,,,,59,2.2,,,,,,,,,,,
KCHILGMR21p,534,Chilkat,parr,,534,10/19/2021,,,,70,4,,,,,,,,,,,
KCHILGMR21p,535,Chilkat,parr,,535,10/19/2021,,,,61,3.2,,,,,,,,,,,
KCHILGMR21p,536,Chilkat,parr,,536,10/19/2021,,,,58,2.4,,,,,,,,,,,
KCHILGMR21p,537,Chilkat,parr,,537,10/19/2021,,,,75,4.9,,,,,,,,,,,
KCHILGMR21p,538,Chilkat,parr,,538,10/19/2021,,,,68,3.7,,,,,,,,,,,
KCHILGMR21p,539,Chilkat,parr,,539,10/19/2021,,,,73,4.4,,,,,,,,,,,
KCHILGMR21p,540,Chilkat,parr,,540,10/19/2021,,,,65,2.9,,,,,,,,,,,
KCHILGMR21p,541,Chilkat,parr,,541,10/19/2021,,,,58,3,,,,,,,,,,,
KCHILGMR21p,542,Chilkat,parr,,542,10/19/2021,,,,65,2.8,,,,,,,,,,,
KCHILGMR21p,543,Chilkat,parr,,543,10/19/2021,,,,58,3,,,,,,,,,,,
KCHILGMR21p,544,Chilkat,parr,,544,10/19/2021,,,,70,3.9,,,,,,,,,,,
KCHILGMR21p,545,Chilkat,parr,,545,10/19/2021,,,,89,4.9,,,,,,,,,,,
KCHILGMR21p,546,Chilkat,parr,,546,10/19/2021,,,,75,3.9,,,,,,,,,,,
KCHILGMR21p,547,Chilkat,parr,,547,10/19/2021,,,,80,5.8,,,,,,,,,,,
KCHILGMR21p,548,Chilkat,parr,,548,10/19/2021,,,,68,4.3,,,,,,,,,,,
KCHILGMR21p,549,Chilkat,parr,,549,10/19/2021,,,,70,2.3,,,,,,,,,,,
KCHILGMR21p,550,Chilkat,parr,,550,10/19/2021,,,,70,4.5,,,,,,,,,,,
KCHILGMR21p,551,Chilkat,parr,,551,10/20/2021,,,,59,2.8,,,,,,,,,,,
KCHILGMR21p,552,Chilkat,parr,,552,10/20/2021,,,,67,3.8,,,,,,,,,,,
KCHILGMR21p,553,Chilkat,parr,,553,10/20/2021,,,,70,4.1,,,,,,,,,,,
KCHILGMR21p,554,Chilkat,parr,,554,10/20/2021,,,,70,4.6,,,,,,,,,,,
KCHILGMR21p,555,Chilkat,parr,,555,10/20/2021,,,,62,3.4,,,,,,,,,,,
KCHILGMR21p,556,Chilkat,parr,,556,10/20/2021,,,,68,4,,,,,,,,,,,
KCHILGMR21p,557,Chilkat,parr,,557,10/20/2021,,,,63,2.9,,,,,,,,,,,
KCHILGMR21p,558,Chilkat,parr,,558,10/20/2021,,,,67,2.7,,,,,,,,,,,
KCHILGMR21p,559,Chilkat,parr,,559,10/20/2021,,,,60,2.6,,,,,,,,,,,
KCHILGMR21p,560,Chilkat,parr,,560,10/20/2021,,,,70,4.8,,,,,,,,,,,
KCHILGMR21p,561,Chilkat,parr,,561,10/20/2021,,,,62,2.9,,,,,,,,,,,
KCHILGMR21p,562,Chilkat,parr,,562,10/20/2021,,,,75,5.5,,,,,,,,,,,
KCHILGMR21p,563,Chilkat,parr,,563,10/20/2021,,,,73,4.8,,,,,,,,,,,
